Source,Round,Number,Question,Answer
2021 CALISTO 2,3,10,"In this novel, a policeman saves the life of a woman with red, sunken eyes who threw herself into a river. A dream in this novel imagines a disease causing people to kill each other, echoing a criticism made by the detective Porfiry of an article proposing “Napoleons” who could kill without consequence. In this novel, (*) Svidrigailov commits suicide after Dunya, the narrator’s sister, attempts to shoot him. The protagonist of this novel becomes feverish after using an axe to murder the pawnbroker Alyona and her sister Lizaveta. For 10 points, name this novel by Fyodor Dostoevsky in which Raskolnikov commits murder.",Crime and Punishment [or Prestupleniye i nakazaniye]
2021 CALISTO 2,3,11,"In this film, a scene where a concussed woman vomits into a toilet is followed by a scene where another character smokes as a toilet spews sewage into a flooding room. After a camping trip is cancelled, one character in this film sets up a teepee in the backyard, where he deciphers Morse code signals from an indoor light. In this film, one character leaves her underwear in a car to get the driver (*) fired. After getting hired as a tutor for a wealthy family’s daughter, a character in this film also gets the rest of his family hired as a chauffeur, housekeeper, and art therapist. For 10 points, name this 2019 film directed by Bong Joon-ho about the poor Kim and rich Park families.",Parasite [or Gisaengchung]
2021 CALISTO 2,3,12,"Leonardo da Vinci may have designed a double helical staircase for one of these structures at Chambord. That structure is in the Loire (“l’warr”) River Valley, where many of these structures were built during the Middle Ages. Small holes or rooms called garderobes were used as toilets in these structures. Early examples of these structures partly built on flat-topped hills are called (*) “motte-and-bailey.” Portcullises are vertically sliding metal gates that guard entrances to these structures. Fortified towers found in the center of these structures are called their “keep.” For 10 points, name these defensive fortifications often surrounded by moats.",castles [or châteaux; prompt on fortress]
2021 CALISTO 2,3,13,"This character cries, “Did ever dragon keep so fair a cave? / Beautiful tyrant! Fiend angelical!” upon learning about a man’s death. While pleading that another character stay with her, this character claims that “it is not yet near day / It was the nightingale, and not the lark.” In another scene, this character urges a companion to “swear not by the (*) moon, the inconstant moon.” This character observes that a “rose… would smell as sweet” after lamenting, “What’s in a name?” This character’s father betroths her to Count Paris following the death of her cousin Tybalt. For 10 points, name this Shakespeare character who falls in love with Romeo.",Juliet Capulet
2021 CALISTO 2,3,14,"The Komar form of this quantity can be defined on stationary spacetimes like the Schwartzchild metric. This quantity squared times c to the fourth, plus momentum squared times c-squared, gives the square of relativistic energy. The equivalence principle states that the (*) inertial form of this quantity is equal to its gravitational form. The product of two values for this quantity are multiplied by big G in the numerator of Newton’s law of gravitation. Einstein's equivalence between this quantity and energy states that energy equals this quantity times c-squared. For 10 points, name this quantity measured in kilograms.",mass [accept rest mass or invariant mass]
2021 CALISTO 2,3,15,"A choir singing “Hold on / if love is the answer / you’re home” appears on this group’s song “Touch.” Another song by this group has disco producer Giorgio Moroder talking about his career in place of lyrics. Those songs, along with “Lose Yourself to Dance,” appear on this group’s album (*) Random Access Memories. One song by this group states “work it, make it, do it, makes us” before listing the title four adjectives. Another song by this group states “we’re up all night to the sun.” For 10 points, name this electronic music duo that disbanded in 2021, known for their iconic helmets and songs like “Harder, Better, Faster, Stronger,” and “Get Lucky.”",Daft Punk
2021 CALISTO 2,3,16,"Vsevolod Meyerhold reacted against the naturalistic techniques for this art form with his system of biomechanics. Techniques for this art form, such as the “Magic If,” were popularized in America by Lee Strasberg. Konstantin Stanislavski’s system for this art form suggests that performers use their imagination to affect their behavior subconsciously. In ancient Greece, performers of this art form wore (*) masks to take part in works like The Libation Bearers and Agamemnon. For 10 points, a “method” approach to what art form has been used by practitioners like Daniel Day-Lewis and Meryl Streep?",acting [prompt on theater]
2021 CALISTO 2,3,17,"In one myth from this culture, two deities are tricked into becoming monkeys after trying to kill their younger brothers. In another myth from this culture, a woman is impregnated by the saliva of a head hung from a calabash. A bird demon from this culture dies of shame after losing its turquoise teeth after pretending to be the sun and moon. In a myth from this culture, the god (*) Camazotz decapitates a character in the House of Bats. In a myth from this culture, Seven Macaw is shot down by the Hero Twins, who play a ball game against the Lords of Xibalba. For 10 points, the Popul Vuh is from what Mesoamerican culture whose Long Count calendar ended in 2012?",Maya culture [or Mayan culture; accept K’iche Maya or Yucatec Maya]
2021 CALISTO 2,3,18,"The Ringle Report, which mostly refuted the basis for this policy, was intentionally suppressed to make this policy easier to implement. On the day this policy was ruled constitutional, the Supreme Court also issued a seemingly contradictory ruling in Ex parte Endo. The Supreme Court case Trump v. (*) Hawaii overturned an earlier ruling that upheld this policy’s constitutionality. Targets of this policy were forced to live in places like Manzanar and Tule Lake. This policy’s constitutionality was upheld in Korematsu v. United States. For 10 points, name this American policy that led to certain people of Asian descent being held in camps during World War II.",Japanese internment [accept answers describing the imprisonment or internment of Japanese-Americans in camps during World War II]
2021 CALISTO 2,3,19,"In one poem, this author wrote, “As I learn from you, / I guess you learn from me— / although you’re older… and somewhat more free.” Another poem by this author is set “by the pale dull pallor of an old gas light.” That poem by this author describes a musician who “slept like a rock or a man that’s dead” after “droning a drowsy syncopated tune.” This author of (*) “Theme for English B” wrote a poem that asks, “Does it stink like rotten meat? / Or crust and sugar over— like a syrupy sweet?” That poem begins, “What happens to a dream deferred?” For 10 points, name this African-American poet of “The Weary Blues” and “Harlem.”",Langston Hughes [or James Mercer Langston Hughes]
2021 CALISTO 2,3,20,"A modified form of this compound found in the skin called DHC-7 is converted to vitamin D3 by UV radiation. M2 Macrophages which have engulfed an excess of this compound are often referred to as foam cells. FRAP experiments can determine high membrane concentrations of this molecule by measuring its impact on membrane fluidity. This molecule is the main component of (*) lipid rafts in the cell membrane and serves as the precursor to steroid hormones. The lipoprotein transporters of this compound, HDL and LDL, are called its “good” and “bad” types, respectively. For 10 points, name this blood lipid whose excess can cause heart disease.",cholesterol [prompt on LDL or HDL]
2021 CALISTO 2,4,1,"This movement’s emotional “enthusiasm” was criticized in a speech by Charles Chauncy. A narrative about this movement is titled for “surprising work” concerning “many hundred souls” in Northampton, where its author rallied supporters called “New Lights.” A speech from this movement compares its audience to “a (*) spider, or some loathsome insect” held over a fire. This movement was led by preachers like George Whitefield and Jonathan Edwards, the latter of whom delivered the sermon “Sinners in the Hands of an Angry God.” For 10 points, name this religious revival that swept the American colonies in the 18th century before a “Second” revival a century later.",First Great Awakening [or the Evangelical Revival; do NOT accept or prompt on “Second Great Awakening”]
2021 CALISTO 2,4,2,"This substance “freezes out” and drops out of equilibrium in systems that model it as thermal relics. This substance is concentrated in clumps called subhalos. The free streaming length of this substance determines whether it is “hot,” “warm,” or “cold.” Fritz Zwicky (“TSVICK-ee”) conceptualized this substance in the Coma Cluster to explain anomalous galaxy (*) speeds. Vera Rubin’s studies of galaxy rotation curves provided evidence for this substance. This substance makes up 27 percent of the universe’s energy density and 85 percent of its mass. For 10 points, name this type of matter that does not interact with light.",dark matter [or dark after “matter” is read; accept cold dark matter or hot dark matter or warm dark matter or dunkle Materie or CDM or HDM or WDM; do NOT accept or prompt on “dark energy”]
2021 CALISTO 2,4,3,"An aria by this composer is echoed by the quick alternating C and G octaves from the 22nd Diabelli Variation. A man swears vengeance on the killer of his fiance’s father in an oft-excerpted tenor aria by this composer, “Il mio tesoro.” The aria “Non più andrai” is from an opera by this composer whose title character marries Susanna after keeping (*) Count Almaviva from sleeping with her. The unrepentant title character of another opera by this composer is dragged to hell by a statue of the Commendatore. For 10 points, name this Classical composer of The Marriage of Figaro and Don Giovanni.",Wolfgang Amadeus Mozart
2021 CALISTO 2,4,4,"In a novel by this author, destitute townspeople drink red wine spilled in the street, foreshadowing a scene in which a mob attacks a fortress. In that novel by this author, a character traumatized by his long imprisonment compulsively makes shoes. The protagonist of a novel by this author is arrested after two companions steal a handkerchief from (*) Mr. Brownlow. That title character created by this author is punished after requesting for “some more” food in an orphanage. A novel by this author begins with the contrasting extremes, “It was the best of times, it was the worst of times.” For 10 points, name this author of A Tale of Two Cities and Oliver Twist.",Charles Dickens [or Charles John Huffam Dickens]
2021 CALISTO 2,4,5,"An ancient observatory in this country on top of Mount Catequilla may have been built by this country’s Cara culture. In this country, a monument of polished andesite called “the middle of the world” was built to commemorate the French Geodesic Mission. The volcano Cotopaxi is in this country, as is the point on Earth’s surface (*) furthest from its center, Mount Chimborazo. This country’s capital is positioned over nine-thousand feet above sea level, far above its largest city, the coastal port Guayaquil. For 10 points, name this small South American country whose capital is Quito and which contains the Galapagos Islands.",Ecuador [or Republic of Ecuador or República del Ecuador]
2021 CALISTO 2,4,6,"This thinker asserted that, since dreaming of sitting in front of the fire is the same as actually experiencing it, a person cannot actually know whether they are really awake or asleep. Gilbert Ryle called one of this thinker’s ideas a “category-mistake” and derisively called that idea the “ghost in the machine.” This thinker used the example of (*) melting wax to advocate for rationalism and ascribed to an extreme form of skepticism known as his method of doubt. This thinker’s six-chapter Meditations on First Philosophy outlines his namesake mind-body dualism. For 10 points, name this French philosopher who claimed, “I think, therefore I am.""",Rene Descartes [or Renatus Cartesius]
2021 CALISTO 2,4,7,"Philip Glass composed incidental music for a 2016 Ivo van Hove production of this play. In that production of this play, Saoirse (“sur-shuh”) Ronan played a character who claims that Mary Warren is attacking her in the form of a yellow bird while Martha is being accused of reading suspicious books. In this play, Martha’s husband, (*) Giles Corey, demands “more weight” while he is being pressed to death. Reverend Parris discovers the slave Tituba dancing naked with Abigail Williams and other girls, setting in motion the action of this play. For 10 points, name this play in which John Proctor and other residents of Salem, Massachusetts, are executed for witchcraft, written by Arthur Miller.",The Crucible
2021 CALISTO 2,4,8,"An inner product must be linear, bisymmetric, and [this property]-definite, meaning the inner product of a nonzero vector with itself always has this property. If a linear transformation’s determinant has this property, it preserves orientation. The norm of a nonzero vector always has this property. If a function’s second derivative has this property, the function is called (*) “concave-up.” The set of reals with this property is the domain of the logarithm function. The natural numbers are the subset of the integers with this property. For 10 points, name this property held by numbers greater than 0, as opposed to negative numbers.",positive [accept nonnegative; accept descriptive answers such as greater than 0 or greater than or equal to 0 until mention]
2021 CALISTO 2,4,9,"This city’s mayor was elected in 2020 promising to remove on-street parking to help make this city a “15-minute city.” A 2019 public transit strike and the COVID pandemic helped that mayor of this city build bike lanes and ban cars from streets like one named for Rivoli. This city’s mayor, Anne (*) Hidalgo, was also mayor during a 2015 terrorist attack at this city’s Bataclan theater. Another 2015 terrorist attack took place at the offices of the newspaper Charlie Hebdo in this city. Donald Trump withdrew from and Joe Biden rejoined a 2015 international climate agreement signed in this city. For 10 points, name this capital governed from by Emmanuel Macron.",Paris [accept Paris Climate Agreement or Paris Climate Accords]
2021 CALISTO 2,4,10,"This ruler was served by the Scottish advisor and military officer Patrick Gordon. In his youth, this ruler practiced war games with his “toy army.” This ruler established the Most Holy Synod and quashed the Bulavin Rebellion against his rule. This ruler’s half-sister Sophia served as his regent following a rebellion carried out by members of the (*) Streltsy infantry, which this ruler later disbanded. This ruler created a merit-based system for determining government and military positions called the Table of Ranks. This ruler’s Grand Embassy inspired a series of reforms including a tax on beards. For 10 points, name this westernizing tsar of Russia.",Peter I [or Peter the Great; or Pyotr I; or Pyotr the Great; or Pyotr Alexeyevich; or Pyotr Velikiy; accept Pyotr Mikhailov; prompt on Peter or Pyotr alone]
2021 CALISTO 2,4,11,"The density of these structures can be measured with a DEXA scan. Overproduction of the RANK ligand, which leads to a disease that causes weakening of these structures, can be treated with bisphosphonates. Wolff’s law states that these structures adapt their densities to pressure through formation or resorption. (*) Parathyroid hormone and calcitonin are responsible for maintaining the proper density of these structures. Vitamin D deficiency can cause rickets, which dramatically weakens these tissues in children due to their inability to absorb calcium. For 10 points, name this tissue which makes up the majority of the body’s skeletal system.",bones [or bone tissue]
2021 CALISTO 2,4,12,"For the film adaptation of a musical set in this place, Diana Ross and Michael Jackson covered the song “Ease on Down the Road.” In another musical set in this place, the protagonist sings, “He could be that boy / But I’m not that girl” after setting free a lion cub with the prince Fiyero. A song in a film titled for this place describes a land “where trouble melts like (*) lemon drops / high above the chimney tops.” In a musical set in this place, a hydraulic lift raises the green-skinned protagonist above the stage in the song “Defying Gravity.” For 10 points, the song “Over the Rainbow” was written for a film mostly set in what magical land with a namesake Wizard?",Oz [accept The Wizard of Oz]
2021 CALISTO 2,4,13,"In this novel, a character escapes from a train full of “man corpses, woman corpses, child corpses” headed to the sea. A woman in this novel who corresponds with “invisible doctors” arranges for a man constantly followed by yellow butterflies to be shot. A plague of insomnia in this novel is caused by the dirt-eating orphan Rebeca. In this novel, a character who is tied to a chestnut tree befriends (*) Melquíades. This novel opens with Colonel Aureliano recalling “that distant afternoon when his father took him to discover ice” as he is facing a firing squad. For 10 points, name this novel set in Macondo about the decline of the Buendía family, written by Gabriel García Márquez.",One Hundred Years of Solitude [or Cien años de soledad]
2021 CALISTO 2,4,14,"This ruler created a postal system for his empire known as the Chapar Khaneh. Xenophon wrote a biography of this ruler titled for his “education.” This ruler became the only non-Jew to be called “Messiah”nin the Hebrew Bible on account of his victory over Nabonidus. A cuneiform document called the world’s first declaration of (*) human rights was found on a “cylinder” named for this ruler. This founder of Pasargadae conquered the Medes, Lydians, and finally Babylon in 593 BCE, ending the Babylonian captivity. For 10 points, name this “Great” founder of the Achaemenid Empire.",Cyrus the Great [or Cyrus II; accept just Cyrus after “Great” is read]
2021 CALISTO 2,4,15,"A person in this occupation is threatened with having her science notes flushed down a toilet by another character who tells that person’s boyfriend Charlie she’s “a psycho!” after locking her out. In a short film, a person with this occupation named Kari McKeen has her memory erased after revealing she was tricked by (*) Syndrome. Rosalyn, who holds this occupation, is often a target of Calvin’s pranks. In a book series, Stacey and Claudia are members of a Kristy Thomas-founded “Club” of these people. Vicky acts as one of these people for Timmy Turner on The Fairly Oddparents. For 10 points, name these people who watch children while their parents are away.",babysitters [accept nannies]
2021 CALISTO 2,4,16,"“False” examples of these things exist at local instead of global energy minima, and can spontaneously collapse through bubble nucleation. Quantum fluctuations generating virtual electron-positron pairs cause these things to become polarized. Uncharged plates separated by one of these things feel an attractive force in the Casimir effect. (*) Epsilon-naught represents the electric permittivity of this medium. In introductory physics, most mechanics problems take place in a frictionless example of this medium, since it lacks any drag forces or pressure. For 10 points, name these regions devoid of matter.",vacuums [accept perfect vacuum or frictionless vacuum; accept free space]
2021 CALISTO 2,4,17,"In one novel, a drawing of one of these animals in Maple White’s sketchbook helps convince Daily Gazette reporter E. D. Malone to join an expedition. Eckels steps on a butterfly after paying ten thousand dollars to shoot one of these animals in “A Sound of Thunder.” Professor Challenger discovers a South-American plateau inhabited by these animals in Sir Arthur Conan Doyle’s novel (*) The Lost World. InGen discovers how to clone these animals from the blood of mosquitoes trapped in amber in a Michael Crichton novel in which they escape their enclosures on Isla Nublar. For 10 points, name these animals that are brought back from extinction in Jurassic Park.",dinosaurs [accept specific dinosaurs like Stegosaurus or Tyrannosaurus rex or Velociraptor]
2021 CALISTO 2,4,18,"This president called for federal anti-lynching protections in a speech outlining the creation of the President’s Committee for Civil Rights. The Supreme Court ruled this president’s seizure of steel production facilities unconstitutional in the Youngstown Steel case. This president vetoed the (*) Taft-Hartley Act as part of his Fair Deal, but was overridden by the Do-Nothing Congress. Despite the walkout of Strom Thurmond and several other Southern delegates at the Democratic National Convention, this president still won the 1948 election against Thomas Dewey. For 10 points, name this Democratic president who succeeded Franklin D. Roosevelt.",Harry S. Truman
2021 CALISTO 2,4,19,"The ethnomusicologist Alan Lomax recorded a performance of a song in this genre about a boll weevil by a musician nicknamed “Lead Belly.” Singers like Mamie Smith and Bessie Smith pioneered an “urban” form of this genre that grew out of the “country” form of it played by a musician who legendarily sold his soul to the devil. Robert Johnson and (*) Ma Rainey played this genre, many songs in which follow a namesake 12-bar chord progression. W. C. Handy wrote songs in this genre named for “Beale Street” and “Saint Louis.” For 10 points, the ‘B’ in “R&B” stands for what often-melancholy genre of African-American music?",blues [accept country blues or city blues or urban blues or Delta blues or rhythm and blues or 12-bar blues; prompt on folk music]
2021 CALISTO 2,4,20,"This goddess is the mother of a figure who was worshipped under the title Despoina. This goddess transforms a Scythian king into a lynx for attempting to kill a man to whom she had earlier gifted a winged chariot pulled by snakes. A boy who makes fun of this goddess for drinking water is turned into a lizard. (*) Triptolemus is a student of this goddess. This goddess attempts to make Demophon immortal by placing him in a fire while searching for her missing daughter, who was abducted by Hades. For 10 points, name this Greek goddess of agriculture, the mother of Persephone.",Demeter
2021 CALISTO 2,5,1,"One of these structures named Capital Gate holds the record for the furthest leaning manmade building in the world. Fazlur Khan originated a “bundled tube” system used to design these structures while working for Skidmore, Owings, and Merrill. Frank Lloyd Wright designed an unrealized one of these structures called (*) The Illinois. A footbridge connects two of these buildings designed by César Pelli in Kuala Lumpur. Adrian Smith designed one of these buildings in Dubai that includes an unusable spire that adds over 250 yards to its height. For 10 points, the Burj Khalifa and Petronas Twin Towers exemplify what very tall buildings?",skyscrapers [prompt on tower before mention; prompt on high-rise; prompt on office building by asking “What kind of building are the offices located in?”; prompt on hotel by asking “What kind of building is the hotel located in?”]
2021 CALISTO 2,5,2,"The force generated by these things is density times velocity times circulation by the Kutta-Joukowski theorem. They're not wheels, but the degree of asymmetry in the shape of these objects, called camber, can allow them to function at zero angle of attack. Control surfaces like (*) flaps and ailerons may be attached to these things to prevent stalling and control roll. The Bernoulli effect explains how these things generate force, since by deflecting air downwards they create a lower pressure above them than below them. For 10 points, name these things that generate lift to keep airplanes in the air.",wings [accept airfoils; accept lift surfaces; prompt on airplanes or aeroplanes before mention by asking “which part of the airplane?”]
2021 CALISTO 2,5,3,"In a dream in this novel, a character compares her vision to “the window of an old Christmas card” while her daughter is taken from her. That character in this novel hides butter in her shoes and later uses it as lotion for her arms. This novel’s protagonist finds solace in a phrase engraved in her cupboard, (*) “nolite te bastardes carborundorum.” After stabbing an Aunt in the Red Center, Moira runs away in this novel. The protagonist is forced to have children for Serena Joy and the Commander in this novel, which is set in the Christian fundamentalist Republic of Gilead. For 10 points, name this dystopian novel about Offred by Margaret Atwood.",The Handmaid’s Tale
2021 CALISTO 2,5,4,"The Wörgl experiment saw the introduction of a type of this stuff with intentional demurrage, inspired by the ideas of Silvio Gessell. The difference between this stuff’s value and its production cost is called seigniorage. When there are two types of this stuff, the less intrinsically valuable kind becomes dominant according to (*) Gresham’s law. Historical examples of this stuff include rai stones, disks of limestone used by the Yapese, and cowrie, a type of sea snail shell. This stuff is traded in foreign exchange markets. The fiat type of this stuff may derive value from being declared legal tender. For 10 points, name this stuff used as a medium of exchange, including euros and dollars.",currency [or cash; accept scrip; accept money; accept coins or bills or banknotes; prompt on specific types of currency like dollars]
2021 CALISTO 2,5,5,"A photo published in Life Magazine shows the activist Yuri Kochiyama holding this person’s head after his death. This person gained public fame after an interview of him by Louis Lomax was included in the vilifying documentary (*) The Hate That Hate Produced. This person claimed to receive “spiritual insights” into American racial animosity after observing unity between “blue-eyed blondes” and “black-skinned Africans” during his hajj. This civil rights activist feuded with Elijah Muhammad before quitting the Nation of Islam. For 10 points, name this Black nationalist leader with a single-letter surname.",Malcolm X [or Malcolm Little or el-Hajj Malik el-Shabazz]
2021 CALISTO 2,5,6,"The amoleh variety of this resource is produced around Lake Afrara in northern Ethiopia. In Britain, towns whose names end in the suffix “-wich” often were large producers of this resource historically. Lithium and this resource are highly concentrated in a feature named after Uyuni in the Bolivian Altiplano. Along the coast of the Gulf of Mexico, oil is often found in (*) “domes” of this resource. A pink-colored variety of this resource found in Punjab is named for the Himalayan mountains. The Bonneville Speedway in Utah is on an exceptionally flat “pan” of this resource. For 10 points, name this mineral resource found in high concentrations in the Dead Sea.",salt [or rock salt or halite or sodium chloride or NaCl]
2021 CALISTO 2,5,7,"Robert de Vere and other favorites of a king of this name were sentenced to death after the rebellion of the Lords Appellant. Another king of this name likely employed members of the Assassins to kill Conrad of Montferrat. A king of this name was deposed by Henry Bolingbroke, the son of John of Gaunt. A king of this name was captured and (*) ransomed for 150,000 marks by Leopold of Austria, whom he had earlier insulted at the siege of Acre. That king of this name captured Jaffa after defeating Saladin during the Third Crusade, which he led with Philip II and Frederick Barbarossa. For 10 points, give this regnal name of the English king nicknamed “Lion Heart.”",Richard [accept Richard I or Richard II or Richard Couer-de-Leon or Richard the Lion Heart]
2021 CALISTO 2,5,8,"One of this author’s characters is given a new pair of skates for spelling the word “Eternity” out of ice. Another of this author’s characters sees visions of her grandmother while freezing to death on New Year’s Eve. In one of this author’s stories, Kay’s heart is pierced by a fragment of the devil’s mirror. The title character of a story by this author turns into (*) sea foam after the prince she saved from drowning doesn’t fall in love with her. This author of “The Little Match Girl” and “The Snow Queen” wrote about a character who trades her voice to a sea witch in exchange for legs. For 10 points, name this Danish author of fairy tales like “The Little Mermaid.”",Hans Christian Andersen
2021 CALISTO 2,5,9,"In Java, this operator has precedence only above assignment operators and the ternary operator. Transistors connected in parallel implement this operation, whose logic gate has a concave back and pointed front. When the first argument to this operation is true, short-circuiting skips evaluation of the second argument. This operation is true in three cells of a two-by-two truth table, unlike a similarly-named (*) “exclusive” operation which is only true in two. In many languages this operation is notated with two vertical bars. This operation is true when at least one of its inputs is true. For 10 points, name this logical operation which is the counterpart of AND.",logical OR [or inclusive OR or bitwise OR or conditional OR or logical disjunction; do not accept or prompt on “exclusive OR”]
2021 CALISTO 2,5,10,"A boy, his father, and their dog wait on a bench for a train that will take the boy to university in this artist’s painting Breaking Home Ties. In another painting by this artist, three half-dressed boys race past a sign that reads, “No Swimming.” In one painting, this artist peers into a mirror while smoking a pipe so he can draw a portrait of himself on an easel. This artist depicted a Thanksgiving dinner in the (*) “from Want” section of one work. This artist showed Ruby Bridges walking in front of a wall with a racial slur scrawled on it while going to school in The Problem We All Live With. For 10 points, name this American artist who created the Four Freedoms series for the Saturday Evening Post.",Norman Rockwell [or Norman Perceval Rockwell]
2021 CALISTO 2,5,11,"This quantity for molecular conformations can be compared by analyzing which molecule’s ground state destabilization decreases this quantity more. Quaternary ammonium salts can lower this quantity by causing a reactant to undergo phase transfer. The pre-exponential factor multiplies “e raised to negative this quantity over RT” in the (*) Arrhenius equation. On a reaction coordinate diagram, this quantity can be calculated by subtracting the height of the reactants from the height of the transition state. For 10 points, name this quantity which can be reduced by catalysts and describes the amount of energy needed to trigger a chemical reaction.",activation energy
2021 CALISTO 2,5,12,"This character is compared to “that sail which leans on light… a schooner beating up the Caribbean” in Derek Walcott’s poem “Sea Grapes.” Another poem places this character by a “still hearth,” among “barren crags,” and “match’d with an aged wife.” In that poem, this character concludes that he is “strong in will / To (*) strive, to seek, to find, and not to yield.” In another work, this character consumes moly to avoid being transformed into a pig while on the island of Aeaea. That work begins in medias res as this character is stranded on Calypso’s island. For 10 points, name this Greek hero who journeys home to Ithaca in an epic by Homer.",Odysseus [or Ulysses]
2021 CALISTO 2,5,13,"Functioning biological examples of these things allow juvenile planthoppers to synchronize their legs when jumping. Double basses are tuned with an apparatus that combines a screw and one of these things known as a worm drive. So-called (*) “sun” things of this kind are at the centers of planetary systems. A popular demonstration shows motion seemingly disappearing within a linked system of these things with a very high namesake “ratio.” Low examples of these things may be selected to make pedaling a bicycle uphill easier. For 10 points, name these rotating machine parts that have interlocking teeth.",gears [accept worm gears or planetary gears or sun gears]
2021 CALISTO 2,5,14,"After discovering the twelve-tone technique in the late 1940s, this composer wrote works such as Inscape and Connotations. Inspired by a Henry A. Wallace speech, this composer wrote a brass and percussion piece that prominently features the ascending trumpet notes F, B-flat, F. This composer set excerpts from the Gettysburg Address to music in his (*) Lincoln Portrait. The daily life of the Bride and Farmer are accompanied by variations on the Shaker song Simple Gifts in a ballet by this composer choreographed by Martha Graham. For 10 points, name this American “populist” composer of Fanfare for the Common Man and Appalachian Spring.",Aaron Copland
2021 CALISTO 2,5,15,"An editorial during this period titled “Leaving Asia” was written in response to the failed Gapsin coup. Forces opposed to the onset of this period were defeated in the Boshin War. Five principles for reform during this period were outlined in the Charter Oath. The (*) Satsuma Rebellion attempted to reverse the effects of this period nine years after its beginning. This period was prompted by the arrival of American “black ships” led by Commodore Matthew Perry. This period began after its eponymous emperor took power from the Tokugawa Shogunate. For 10 points, name this modernizing period of Japanese history.",Meiji Restoration
2021 CALISTO 2,5,16,"These people can confer blessings by reciting Pirit prayers. According to legend, one of these people stared at a wall for 9 years and had his own student cut off his arm. These people must follow a set of rules found in a text known as the Vinaya. Sokushinbutsu is a practice where these people (*) self-mummify while still alive. The third of the Three Jewels of Buddhism refers to these people. The community of these people is referred to as the sangha, while these people are known as bhikku. A martial arts practicing community of these people is found in Shaolin. For 10 points, name these religious people who try to achieve nirvana while residing in monasteries.",Buddhist monks
2021 CALISTO 2,5,17,"This process occurs due to the alternative fixation of incompatible genes at two or more loci according to the Dobzhansky–Muller model. Cline models of trait gradients can explain why “ring species” tend to undergo this process. Large amounts of unoccupied niches can cause this process to occur rapidly within a population in (*) adaptive radiation. Whether this process occurs through divergent selection in the same area or through physical geographical separation classifies it as either sympatric or allopatric, respectively. For 10 points, name this process which produces two taxa that cannot interbreed.",speciation [accept descriptive answers like “formation of a new species”]
2021 CALISTO 2,5,18,"This character lies about seeing Gary Cooper exit the room while dancing with a group of three women in a hotel night club called the Lavender Room. This character begs a girl to come with him to New England after they ice-skate together clumsily. Rain starts pouring “in buckets” as this character watches his younger sister ride a (*) horse on a carousel. This character fears that he is being molested when he wakes up to find his former teacher Mr. Antolini patting his head. After being expelled from Pencey Prep, this character secretly visits his sister Phoebe. For 10 points, name this teenager who hates “phonies,” the protagonist of J. D. Salinger’s The Catcher in the Rye.",Holden Caulfield [prompt on Caulfield]
2021 CALISTO 2,5,19,"In the opening of one of her songs, this artist says “I want it to be, like, messy.” This artist used a pink and purple poster to personally invite fans to a prom-themed concert. In one song, this artist yells “God, it’s brutal out here!” This artist whispers “I love you” after spitefully betting that (*) “she knows Billy Joel ‘cause you played her Uptown Girl” in one song. This artist sings that she got the title object “last week, just like we always talked about” in her debut single. On an album cover, this artist’s face is covered with stickers, and she sticks her tongue out to reveal the word SOUR. For 10 points, name this artist of “deja vu” and “driver’s license”.",Olivia Rodrigo
2021 CALISTO 2,5,20,"Laurence Housman opened a studio that created artistic works in support of this movement. Members of this movement participated in the Mud March, which unsuccessfully pushed for the passage of a new bill. In protest against the imprisonment of a supporter of this movement, Mary Richardson damaged the painting (*) Rokeby Venus. The Representation of the People Act 1918 was a victory for this movement, whose members included Millicent Fawcett and Emmeline Pankhurst. For 10 points, name this movement that aimed to expand the right to vote beyond men in the United Kingdom.",women’s suffrage movement [accept descriptive answers]
2021 CALISTO 2,6,1,"In his translation of a poem from this country, William Aggeler added “-ish” to an adjective appearing in a final line which also includes an exhortation varyingly translated as “fellow,” “likeness,” and “twin.” An object that narrates a poem from this country describes itself as “going down impassive Rivers.” A poem from this country describes an emotion who “smokes his (*) hookah pipe” and is addressed to a “hypocrite reader.” A poet from this home country of the author of “The Drunken Boat” included “The Swan” and “Spleen” in The Flowers of Evil. For 10 points, name this home country of the “decadent” Symbolist poets Arthur Rimbaud (“ram-BOW”) and Charles Baudelaire.",France [or French Republic or République française; accept Kingdom of France or French Second Republic or Second French Empire or French Third Republic]
2021 CALISTO 2,6,2,"The figures on the right-hand panel of the Wilton Diptych wear exclusively garments of this color. The dye used for this color in the Unicorn Tapestries was made from the plant woad. In the middle ages, a pigment of this color was so expensive that it was typically reserved for depictions of the Virgin Mary. That pigment of this color is prefixed “ultra” and was made from a stone mined in Afghanistan. (*) Prussia nicknames a synthetic pigment of this color often used in construction for technical drawings. The headscarf of Vermeer’s Girl with a Pearl Earring was painted with a pigment of this color made from lapis lazuli. For 10 points, name this color of typical sapphires.",blue
